Nombre;Codigo;descripcion;Stock;StockMinimo;PrecioUnitario;Observaciones;Rentabilidad;Iva;CostoInterno;CodigoProveedor;Deposito;CodigoBarra;Rubro;SubRubro;Tipo;PrecioAutomatico
SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 27-28;280CELESTET2728;SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 27-28;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 29-30;280CELESTET2930;SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 29-30;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 31-32;280CELESTET3132;SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 31-32;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 33-34;280CELESTET3334;SUECO DE GOMA SEAWALK CELESTE CON BANDA TALLE 33-34;3;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 27-28;280FUCSIAT2728;SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 27-28;3;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 29-30;280FUCSIAT2930;SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 29-30;4;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 31-32;280FUCSIAT3132;SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 31-32;4;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 33-34;280FUCSIAT3334;SUECO DE GOMA SEAWALK FUCSIA CON BANDA TALLE 33-34;4;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK GRIS CON BANDA TALLE 27-28;280GRIST2728;SUECO DE GOMA SEAWALK GRIS CON BANDA TALLE 27-28;3;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK GRIS CON BANDA TALLE 33-34;280GRIST3334;SUECO DE GOMA SEAWALK GRIS CON BANDA TALLE 33-34;2;;4189;;;21;2200,2;;Maga;;Calzado;Seawalk;;
BIKINI FUNCIDA CON LESS FUCSIA TALLE 85;2F85;BIKINI FUNCIDA CON LESS FUCSIA TALLE 85;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON LESS NEGRO TALLE 85;2N85;BIKINI FUNCIDA CON LESS NEGRO TALLE 85;3;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON LESS NEGRO TALLE 90;2N90;BIKINI FUNCIDA CON LESS NEGRO TALLE 90;2;;2299;;;21;991,74;;Maga;;Mallas;;;
SUECO DE GOMA SEAWALK AZUL NAVY TALLE 41-42;300NAVYT4142;SUECO DE GOMA SEAWALK AZUL NAVY TALLE 41-42;3;;3589;;;21;1877,2;;Maga;;Calzado;Seawalk;;
SUECO DE GOMA SEAWALK AZUL NAVY TALLE 43-44;300NAVYT4344;SUECO DE GOMA SEAWALK AZUL NAVY TALLE 43-44;4;;3589;;;21;1877,2;;Maga;;Calzado;Seawalk;;
CALZA LISA INFANTIL ELEMENTO CORAL TALLE 10;301C10;CALZA LISA INFANTIL ELEMENTO CORAL TALLE 10;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO CORAL TALLE 12;301C12;CALZA LISA INFANTIL ELEMENTO CORAL TALLE 12;2;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO CORAL TALLE 16;301C16;CALZA LISA INFANTIL ELEMENTO CORAL TALLE 16;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO CORAL TALLE 4;301C4;CALZA LISA INFANTIL ELEMENTO CORAL TALLE 4;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO GRIS TALLE 14;301G14;CALZA LISA INFANTIL ELEMENTO GRIS TALLE 14;2;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 14;301M14;CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 14;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 16;301M16;CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 16;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 4;301M4;CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 4;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 6;301M6;CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 6;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 8;301M8;CALZA LISA INFANTIL AZUL MARINO ELEMENTO TALLE 8;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 10;301N10;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 10;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 12;301N12;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 12;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 14;301N14;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 14;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 16;301N16;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 16;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 2;301N2;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 2;4;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 4;301N4;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 4;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 6;301N6;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 6;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 8;301N8;CALZA LISA INFANTIL ELEMENTO NEGRO TALLE 8;3;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA LISA INFANTIL ELEMENTO ROSA CHICLE TALLE 12;301R12;CALZA LISA INFANTIL ELEMENTO ROSA CHICLE TALLE 12;2;;2840;;;21;1412,94;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 10;302AF10;CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 10;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 14;302AF14;CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 14;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 16;302AF16;CALZA FRIZADA INFANTIL AZUL FRANCIA ELEMENTO TALLE 16;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 10;302AM10;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 10;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 12;302AM12;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 12;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 14;302AM14;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 14;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 16;302AM16;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 16;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 2;302AM2;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 2;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 4;302AM4;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 4;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 6;302AM6;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 6;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 8;302AM8;CALZA FRIZADA INFANTIL ELEMENTO AZUL MARINO TALLE 8;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CAMISETA DE MORLEY MANGA LARGA DE DAMA BEIGE TALLE 1;302BE1;CAMISETA DE MORLEY MANGA LARGA DE DAMA BEIGE TALLE 1;9;;1499;;;21;609,6;;Maga;;Remeras y Camisetas;Mariana K;;
CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 16;302CH16;CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 16;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 2;302CH2;CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 2;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 4;302CH4;CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 4;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 6;302CH6;CALZA FRIZADA INFANTIL ELEMENTO CHICLE TALLE 6;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 12;302G12;CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 12;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 16;302G16;CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 16;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 2;302G2;CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 2;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 4;302G4;CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 4;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 8;302G8;CALZA FRIZADA INFANTIL ELEMENTO GRIS TALLE 8;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 10;302N10;CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 10;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 12;302N12;CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 12;2;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 14;302N14;CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 14;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 16;302N16;CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 16;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 2;302N2;CALZA FRIZADA INFANTIL ELEMENTO NEGRO TALLE 2;3;;4240;;;21;2166,25;;Maga;;Deportivo;Elemento Ropa;;
SLIP DE HOMBRE EYELIT CON TOALLA TALLE L;311L;SLIP DE HOMBRE EYELIT CON TOALLA TALLE L;15;;1989;;;21;983,25;;Maga;;Boxers;Eyelit;;
SLIP DE HOMBRE EYELIT CON TOALLA TALLE M;311M;SLIP DE HOMBRE EYELIT CON TOALLA TALLE M;15;;1989;;;21;983,25;;Maga;;Boxers;Eyelit;;
SLIP DE HOMBRE EYELIT CON TOALLA TALLE XL;311XL;SLIP DE HOMBRE EYELIT CON TOALLA TALLE XL;13;;1989;;;21;983,25;;Maga;;Boxers;Eyelit;;
SLIP DE HOMBRE EYELIT CON TOALLA TALLE XXL;311XXL;SLIP DE HOMBRE EYELIT CON TOALLA TALLE XXL;4;;1989;;;21;983,25;;Maga;;Boxers;Eyelit;;
PAR DE MEDIAS 3/4 FANTASÌA DE DAMA COCOT;3230;PAR DE MEDIAS 3/4 FANTASÌA DE DAMA COCOT;18;;505;;;21;244,76;;Maga;;Medias;Cocot;;
PAR DE SOQUETES FANTASÍA DE DAMA COCOT;3233;PAR DE SOQUETES FANTASÍA DE DAMA COCOT;18;;450;;;21;220,8;;Maga;;Medias;Cocot;;
PAR DE MEDIAS CORTAS CON PINTITAS PICOT DE DAMA COCOT;3274;PAR DE MEDIAS CORTAS CON PINTITAS PICOT DE DAMA COCOT;21;;535;;;21;257,48;;Maga;;Medias;Cocot;;
PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 0;3400N0;PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 0;3;;1794;;;21;865,62;;Maga;;Deportivo;Nibel;;
PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 00;3400N00;PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 00;3;;1794;;;21;865,62;;Maga;;Deportivo;Nibel;;
PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 000;3400N000;PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 000;4;;1794;;;21;865,62;;Maga;;Deportivo;Nibel;;
PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 3;3400N3;PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 3;4;;1794;;;21;865,62;;Maga;;Deportivo;Nibel;;
PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 4;3400N4;PANTY LYCRA ULTRAOPACA PATÍN NEGRO TALLE 4;2;;1794;;;21;865,62;;Maga;;Deportivo;Nibel;;
PAR DE SOQUETES INVISIBLES CANOA EYELIT;3402;PAR DE SOQUETES INVISIBLES CANOA EYELIT;12;;989;;;21;504,45;;Maga;;Medias;Eyelit;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 000;35000NENA000;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 000;21;;294;;;21;105,37;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 000;35000NENE000;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 000;15;;294;;;21;105,37;;Maga;;Medias;Rhyton;;
SOQUETE TENIS CORTO EYELIT BLANCO;3500B;SOQUETE TENIS CORTO EYELIT BLANCO;3;;1340;;;21;641,25;;Maga;;Medias;Eyelit;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 00;3500NENA00;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 00;24;;294;;;21;105,37;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 00;3500NENE00;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 00;15;;294;;;21;105,37;;Maga;;Medias;Rhyton;;
PANTY LYCRA ULTRA OPACA NIBEL VERDE TALLE 3;3500V3;PANTY LYCRA ULTRA OPACA NIBEL VERDE TALLE 3;5;;1694;;;21;695,87;;Maga;;Medias;Nibel;;
PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 1;3503R1;PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 1;3;;2294;;;21;1135,99;;Maga;;Basica;Nibel;;
PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 2;3503R2;PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 2;3;;2294;;;21;1135,99;;Maga;;Basica;Nibel;;
PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 3;3503R3;PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 3;2;;2294;;;21;1135,99;;Maga;;Basica;Nibel;;
PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 4;3503R4;PANTY LYCRA NIBEL PARA DANZAS CON ABERTURA ROSA TALLE 4;4;;2294;;;21;1135,99;;Maga;;Basica;Nibel;;
PACK X 3 SOQUETES CORTOS RUNNING CON HILO DE ALGODÓN EYELIT;3505;PACK X 3 SOQUETES CORTOS RUNNING CON HILO DE ALGODÓN EYELIT;22;;2289;;;21;1137,15;;Maga;;Medias;Eyelit;;
PAR DE SOQUETES CORTOS RUNNING CALADO EN EMPEINE EYELIT;3507;PAR DE SOQUETES CORTOS RUNNING CALADO EN EMPEINE EYELIT;9;;1140;;;21;589,95;;Maga;;Medias;Eyelit;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 0;350NENA0;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 0;18;;294;;;21;129,82;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 1;351NENA1;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 1;42;;394;;;21;146;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 1;351NENE1;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 1;48;;394;;;21;146;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 2;352NENA2;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 2;39;;394;;;21;159,09;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 2;352NENE2;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 2;33;;394;;;21;159,09;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 3;353NENA3;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 3;57;;394;;;21;159,09;;Maga;;Medias;Rhyton;;
SLIP DE NIÑO EYELIT RAYADO TALLE 12;35412;SLIP DE NIÑO EYELIT RAYADO TALLE 12;12;;1510;;;21;726,75;;Maga;;Boxers;Eyelit;;
SLIP DE NIÑO EYELIT RAYADO TALLE 4;3544;SLIP DE NIÑO EYELIT RAYADO TALLE 4;9;;1510;;;21;726,75;;Maga;;Boxers;Eyelit;;
SLIP DE NIÑO EYELIT RAYADO TALLE 6;3546;SLIP DE NIÑO EYELIT RAYADO TALLE 6;7;;1510;;;21;726,75;;Maga;;Boxers;Eyelit;;
MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 4;354NENA4;MEDIAS INFANTILES FANTASÍA RHYTON NENA TALLE 4;48;;394;;;21;190,77;;Maga;;Medias;Rhyton;;
MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 4;354NENE4;MEDIAS INFANTILES FANTASÍA RHYTON NENE TALLE 4;32;;394;;;21;190,77;;Maga;;Medias;Rhyton;;
PAR DE MEDIAS DE DAMA FANTASÍA RHYTON;355D;PAR DE MEDIAS DE DAMA FANTASÍA RHYTON;22;;480;;;21;225,89;;Maga;;Medias;Rhyton;;
PAR DE MEDIAS DE DAMA LISAS RHYTON;355L;PAR DE MEDIAS DE DAMA LISAS RHYTON;30;;480;;;21;225,89;;Maga;;Medias;Rhyton;;
PAR DE MEDIAS DE DAMA RAYADAS RHYTON;355R;PAR DE MEDIAS DE DAMA RAYADAS RHYTON;39;;480;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS TERMICAS RHYTON SKI NENA TALLE 2;362NENA2;MEDIAS TERMICAS RHYTON SKI NENA TALLE 2;18;;575;;;21;227,62;;Maga;;Medias;Rhyton;;
MEDIAS TERMICAS RHYTON SKI NENE TALLE 3;363NENE3;MEDIAS TERMICAS RHYTON SKI NENE TALLE 3;23;;635;;;21;259,3;;Maga;;Medias;Rhyton;;
MEDIAS TERMICAS RHYTON SKI NENA TALLE 4;364NENA4;MEDIAS TERMICAS RHYTON SKI NENA TALLE 4;9;;655;;;21;269,94;;Maga;;Medias;Rhyton;;
PAR DE PLANTINES ANTIDESLIZANTES COCOT DE NENA TALLE 3;36543;PAR DE PLANTINES ANTIDESLIZANTES COCOT DE NENA TALLE 3;18;;575;;;21;238,02;;Maga;;Medias;Cocot;;
PAR DE PLANTINES ANTIDESLIZANTES COCOT DE NENA TALLE 4;36544;PAR DE PLANTINES ANTIDESLIZANTES COCOT DE NENA TALLE 4;21;;575;;;21;238,02;;Maga;;Medias;Cocot;;
MEDIAS CASUAL CON DIBUJOS RHYTON;370D;MEDIAS CASUAL CON DIBUJOS RHYTON;36;;515;;;21;247,25;;Maga;;Medias;Rhyton;;
MEDIAS CASUAL LISAS RHYTON;370L;MEDIAS CASUAL LISAS RHYTON;30;;515;;;21;247,25;;Maga;;Medias;Rhyton;;
MEDIAS CASUAL CON RAYAS RHYTON;370R;MEDIAS CASUAL CON RAYAS RHYTON;48;;515;;;21;247,25;;Maga;;Medias;Rhyton;;
BOXER CON BOTONES DE HOMBRE EYELIT TALLE L;395L;BOXER CON BOTONES DE HOMBRE EYELIT TALLE L;15;;2840;;;21;1444,95;;Maga;;Boxers;Eyelit;;
BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 100;3A100;BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 100;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 85;3A85;BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 85;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 90;3A90;BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 90;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 95;3A95;BIKINI FUNCIDA CON VEDETINA AMARILLO TALLE 95;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON VEDETINA FUCSIA TALLE 90;3F90;BIKINI FUNCIDA CON VEDETINA FUCSIA TALLE 90;2;;2299;;;21;991,74;;Maga;;Mallas;;;
BIKINI FUNCIDA CON VEDETINA FUCSIA TALLE 95;3F95;BIKINI FUNCIDA CON VEDETINA FUCSIA TALLE 95;2;;2299;;;21;991,74;;Maga;;Mallas;;;
MEDIAS COLEGIALES RHYTON AZUL TALLE 2;400A2;MEDIAS COLEGIALES RHYTON AZUL TALLE 2;24;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON AZUL TALLE 3;400A3;MEDIAS COLEGIALES RHYTON AZUL TALLE 3;30;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON AZUL TALLE 4;400A4;MEDIAS COLEGIALES RHYTON AZUL TALLE 4;33;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON AZUL TALLE 5;400A5;MEDIAS COLEGIALES RHYTON AZUL TALLE 5;17;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BLANCO TALLE 2;400BL2;MEDIAS COLEGIALES RHYTON BLANCO TALLE 2;36;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BLANCO TALLE 3;400BL3;MEDIAS COLEGIALES RHYTON BLANCO TALLE 3;27;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BLANCO TALLE 4;400BL4;MEDIAS COLEGIALES RHYTON BLANCO TALLE 4;39;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BLANCO TALLE 5;400BL5;MEDIAS COLEGIALES RHYTON BLANCO TALLE 5;39;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BORDO TALLE 2;400BO2;MEDIAS COLEGIALES RHYTON BORDO TALLE 2;33;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BORDO TALLE 3;400BO3;MEDIAS COLEGIALES RHYTON BORDO TALLE 3;27;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BORDO TALLE 4;400BO4;MEDIAS COLEGIALES RHYTON BORDO TALLE 4;30;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON BORDO TALLE 5;400BO5;MEDIAS COLEGIALES RHYTON BORDO TALLE 5;30;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON VERDE TALLE 2;400V2;MEDIAS COLEGIALES RHYTON VERDE TALLE 2;36;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON VERDE TALLE 4;400V4;MEDIAS COLEGIALES RHYTON VERDE TALLE 4;42;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
MEDIAS COLEGIALES RHYTON VERDE TALLE 5;400V5;MEDIAS COLEGIALES RHYTON VERDE TALLE 5;27;;475;;;21;225,89;;Maga;;Medias;Rhyton;;
CALZA FRIZADA DAMA ELEMENTO GRIS TALLE 1;401G1;CALZA FRIZADA DAMA ELEMENTO GRIS TALLE 1;3;;6440;;;21;3067,29;;Maga;;Deportivo;Elemento Ropa;;
CALZA FRIZADA DAMA ELEMENTO NEGRO TALLE 1;401N1;CALZA FRIZADA DAMA ELEMENTO NEGRO TALLE 1;3;;6440;;;21;3067,29;;Maga;;Deportivo;Elemento Ropa;;
